Business Name,Business Category,Address,Contact
Bata Shoe Store,Shoe store,"ASHA NAND COMPLEX, Hospital More, 2",082328 88754
JAI HIND SAINIk & Civil Store,Shoe store,KHAGRA CHOWK,079033 97870
Metro Foot Wear,Shoe store,Churipatti Rd,079034 04075
Afroj Shoe Store,Shoe store,Khagra Mela,062873 55137
Bengal Footwear,Shoe store,"Shop No 01, near Tulshihata High School",070768 62619
Royal Looks Fashion,Shoe store,09 Kishanganj,080928 68555
Maswood Footwear,Shoe store,416,099349 90919
Ataur Shoes,Shoe store,06,080840 65060
IMRAN FOOTWEAR,Shoe store,"Churi patty, Pilkhana Rd",085410 07297
SABBIR FOOTWEAR,Shoe store,"3WRQ+3XW, Majagama",095084 04694
ERAM FOOTWEAR,Shoe store,"01, Madarsa Road",062050 94771
Numair Footwear,Shoe store,janta hat,084095 00589
Sai kero gas agency,Appliance store,"Behani complex, Neem Chand Rd",079922 75853
Sanjay gas repair,Gas shop,near shani mandir,094708 67277
Lakshya Water Treatment,Hardware store,Railway Station Railway Station,096610 22607
MOHIT RO,Water Filter Supplier,"Thakurbari Rd, near ganga babu chowk",082715 62744
NAINA MOBILE KISHANGANJ,Stationery store,"Oriental public school, Tegharia Rd",079035 60577
Bharat Book Depot,Book store,"4X32+66V, Bhagat Toli Rd",094306 82639
Commercial Book Centre,Book store,"Bhagattoli Raod, Kishanganj Bazaar Rd",089870 64264
SEN STATIONERY,Stationery store,near Kabir Chowk,085858 16465
Roji Library,Book store,01,096353 65008
Gupta Book Depot,Book store,"4X24+7CX, Park Road, Dharamganj Chowk",094704 66856
Jain Printers,Commercial printer,Bhagat Toli Rd,087579 32704
Shiwani Store,Stationery store,"02, Kishanganj Kathiar",094722 43602
Shine Indian Book Centre,Book store,"Bhagat Toli Rd, near Indian bank",091226 95896
City store,Optical Wholesaler,"4X32+Q86, Saudagar Patti Rd",091626 33148
Moulvi Book Centre,Stationery store,"04, Bakali Basti Rd",083401 93980
Knowledge Point Book Store,Book store,"3WGC+VQW Shankar Motors pvt.ltd, Rampur - Hawai Adda Rd",085398 90842
Stationary Store,Stationery store,"Moudho bhebha, bhatta chowk",062020 76072
Ayush Agency,Book store,Dahi Patti Rd,077669 97667
R K Store,Book store,Kishamganj,075859 54375
jyoti metal stores,Shopping mall,"4X32+P9H, Saudagar Patti Rd",06456 222 539
Prakash Stores (HAWKINS Dealer),Countertop store,"Hospital Road,",094312 32215
"Hulash Chand Manik Chand,Near Rajbari Mall",Countertop store,Neem Chand Rd,080026 91635
Mahamaya Sweets And Snacks LLP,Restaurant,"Jamuna Market, Neem Chand Rd",094309 94111
Shyam Misthan Bhandar,Sweet shop,Neem Chand Rd,070334 55929
Adarsh Mistan Bhandar,Indian sweets shop,"Day Market - Poawakhali - Jiyapokhar Rd, Bandar Jhula",088776 43729
Giridhari sweets & snacks,Sweet shop,Fal Chowk bazar,070040 22307
Krishna Sweets,Indian sweets shop,Bahadurganj,099346 95357
Akram Sweets,Tea store,"786, Rampur Chandni Chok",095635 84890
Cake and Bake: The Pastry Shop,Bakery and Cake Shop,"Mahavir marg, Caltax Chowk, near Bharat Nursing Home",084058 24678
Tanbiralam,Sweet shop,"Cycle store, Near Majgama, majgama, hat",091991 44070
raj dog store,Pet supply store,3WRQ+M9R,073529 94017
MUJAHID CHICKEN SHOP,Veterinarian,"5, Pawerhouse",062047 57248
Metropolis Labs | Blood Test & Diagnostic Centre in Kishanganj,Medical laboratory,"Ward No. 2, Marwari college Rd",033 6812 0042
Delhi Pathology Lab Kishanganj,Medical laboratory,"Paschimpali, near state bank of india",099396 43723
Metropolis Labs | Blood Test & Diagnostic Centre Kishanganj,Medical laboratory,"Ground Floor, Dharamshala Rd",033 4083 7905
Redcliffe Labs - Collection Center,Medical laboratory,"Ground Floor, Dharamshala Rd, near Rail Gate",079 6928 5507
Dr Lal PathLabs - Patient Service Centre,Diagnostic center,"Ward No 3, Infront of Borges Diagnostic Centre, Chowk, Paschimpali Road",080 6264 5570
Thyrocare centre,Laboratory,"MAZAR CHOWK, College Rd",070049 64730
Suraksha Diagnostic Center,Diagnostic center,"Insan School Rd, behind Daftari Palace, opp. J.D Motors",086373 99795
Shri Pathological Laboratory,Pathologist,CALTAX CHOOK KISHANGANJ,070611 11101
KHAN LAB,Diagnostic center,04,096939 59438
Apollo Diagnostics,Diagnostic center,"Nahid Complex, near Marwadi college",096061 12399
Rangoli Video Mixing Lab,Video editing service,"Dey-Market, Hospital Rd",094314 11601
Akram Lab,Diagnostic center,Churipatti Rd,079034 50732
JANTA DIGITAL X-RAY CENTER,X-ray lab,RLY COLONY QTR .NO - E/136/B,070046 39914
M S Pathology Lab,Pharmacy,"2, JALALGARH, PURNEA",096616 54258
Utpal Mixing Lab,Homeless service,02,095085 85899
Lab And Medicine Store,Pharmacy,06 Kishanganj,090060 33016
Metropolis Labs | Blood Test & Diagnostic Centre in Kishanganj,Diagnostic center,"Ward No. 2, Marwari college Rd",033 6812 0042
Metropolis Labs | Blood Test & Diagnostic Centre Kishanganj,Diagnostic center,"Ground Floor, Dharamshala Rd",033 4083 7905
Citycare Diagnostic,Diagnostic center,"212 Paschimpali, near Radiant Hospital",093042 74629
Alam Diagnostic & Imaging centre,Diagnostic center,"Nashim building, College road, Churipatti Rd, near by N.B Nursing home",062064 81072
Redcliffe Labs - Collection Center,Diagnostic center,"Ground Floor, Dharamshala Rd, near Rail Gate",079 6928 5507
Ahmad Diagnostic Centre,General store,"Kishanganj Pir, khan Rd",079798 60570
S.M Diagnostic Centre,Homeopath,05 Kishanganj,079030 32581
"Agilus Diagnostics- Mohiuddin Pur, Kishanganj",Diagnostic center,"Mazar Chowk, College Rd",070049 64730
Wellness Diagnostic Centre,Pharmacy,"College Road Collage Road, Churipatti Rd",075499 76718
Paras Medical Hall,Medical Center,"4W4X+GGV, Pilkhana Rd",089872 16671
Shafa Diagonostic,Diagnostic center,06 Kishanganj,070024 89342
Apollo Diagnostics,Diagnostic center,"Line Para Main Rd, beside Das Communication, near Hanuman Mandir",096061 12399
Grocery Mart,Indian grocery store,College Rd,079798 32453
Mantu Milk Parlour,Grocery store,"Ward no. 01, Hawaii Adda Rd",094708 43594
Khushboo General Stores,Grocery store,"A K Stores, Bank Rd",070501 08481
Patanjali distributor store,Grocery store,Patel Path,070119 21355
Patanjali Mega Store,Ayurvedic clinic,"Thana, 9, Kaurihar Rd, near Amazon Transportation Services",099399 07577
PATANJALI MEGA STORE,Grocery store,"NERA, SRP HOSPITALS",095236 02323
Patanjali Chikitsalay,Ayurvedic clinic,"Ground Floor, Aakarshan Gali, Bank Rd",079090 43339
COSMO BAZAAR RAXAUL,Outlet mall,Zahir House,091473 60719
Raxaul Kart,Grocery delivery service,"Ward No.22, Naga Rd, near Vishnu Mandir",070045 56820
RIDHI SIDHI TRADERS,Grocery store,LAXMIPUR LAXMIPUR,099731 91005
Sri Maa Laxmi Pattal store,Market,"XVM2+7CW, Mitha Bajar road",091227 87578
EX MAN CANTEEN,General store,"LAXMIPUR MAIN ROAD, near AANKHA ASPTAL",070044 27581
DEEPAK KHAINI DUKAN,Grocery store,PAREWA PAREWA,062016 91205
Vijay General store (Aditya Raj),Supermarket,"XVJ3+65G, Naga Rd",072508 82251
Prisha Traders,Grocery store,Post Office Rd,079798 92345
Saroj General Store,General store,XVM4+3C2,081145 19698
Saraswathi Chuck Gupta market,Electronics store,XVC4+MRG Saraswati Sishu Vidyamandir School,094708 43471
Rishu General Store,General store,"12454, Block Rd",083840 54088
Palak Kirana Stores,General store,"Palak Kirana Store, Shabhyata Nagar Rd",087577 88776
Ramashankar Dana Store,Grocery store,"Shop 1 Gamhariya Chauk, Road, near Uttar Bihar Gramin Bank",097715 93211
Sumeet Traders,Rice shop,Chawal Bazar Rd,096315 89268
AAHIL GENERAL STORE,General store,"KAURIHAR, CHOWK, SANIK ROAD",072580 08580
Jenika Beauty,Indian grocery store,"Bank Rd, near Canara Bank",098526 10200
"Bhardwaj Market, Gamhariya, Raxaul, Bihar",Shopping mall,"Gamhariaya Nahar Bus Stop, Uttar Bihar Gramin Bank, National Highway 28A",075585 83204
RAJ KIRANA STORE,General store,"Post Office Rd, near RAMJANKI MANDIR",099733 38694
Sabir Kirana & General Store,General store,NH527D,073528 65359
UPENDRA KIRANA,Grocery store,21 MIRCHA PATTI,074618 42010
Cheapest Products,Household goods wholesaler,Post Office Rd,094316 37143
Family departmental store,Indian grocery store,"XRHR+8GW, Near kaurihar chowk, below sbi bank,raxaul(bihar)",099733 32997
TEJASH GROCERY STORE,General store,MAUJE CHOWK,099052 84466
Bhawani Traders,Indian grocery store,Bank Rd,076773 35086
Suraj Kirana Store Pappu Kushwaha,Grocery store,"XVH2+42M, NH527D",090977 22834
Shree Raunak Traders,Grocery store,Chawal Bazar Rd,070575 87242
Kailash Fruit Shop,Grocery store,"Kailash Fruit Shop, Main Road",073016 56472
AG Wisher,Grocery store,"Korihar, Chowk, near SBI Bank",074978 85568
Ram Babu Sabji Dukan,Grocery store,Sabji Bazar,099392 53741
MAHESH PATEL,Grocery store,"Ward No 21, Mircha Patti Road, near Abhishek Enterprieses",082943 17772
SANDEEP KIRANA SHO,Grocery store,Ahirwar Tola,095233 84804
Gudiya Devi,Grocery store,"Ward No 21, Abhishek Enterprises, Mircha Patti Road",092419 22896
MOHAN KIRANA,Grocery store,10 MAUJE,090315 99484
AMARNATH KIRANA,Grocery store,"LANE NO 2, ABHISHEK NEAR SHANKAR MANDIR, Q TREND MALL",074889 45144
Sahil General Store,General store,Airport Road,082109 32706
Ramji Vegetable Shop,Fruit and vegetable store,"Sabji Market, 12, Mirchapatti Rd",082529 65485
Irfan Genaral Store,Grocery store,"SSB Camp, Raxaul - Bhelahi - Senuariya Canal Rd",074638 46544
Aditya Vision Raxaul,Electronics store,"National Highway 527D Maskara Complex, Main Road, Dist, opposite P.O",099555 55544
NEW NEPAL ELECTRONIC,Electronics store,Bank Rd,094720 93367
Electric Centre,Electronics store,"Electric Centre, Lohapatti Rd",092290 16100
Sunil Electronics,Electronics store,Bada Pareuwa Rd,099344 19665
ASHOK ELECTRONICS,Electronics store,Loha Patti Rd,094708 43250
subh lakshmi enterprises,Computer store,"Mahadeva market, main road",094316 16038
Maa Vaishnavi Electric and Electronic,Electronics store,"Block Rd, near Kaurihaar Chock",098014 85884
Rama Electronics,Electronics wholesaler,Lohapatti Rd,094300 05751
Computer Care,Computer store,Bank Rd,099554 10922
New Surya Electronics,Electronics store,XVM2+QP4,094725 69869
Shri Balaji interprises,Cell phone store,"Main road, Mayur Gali",098350 64641
Sri ram computer & mobile,Computer store,"Ashram Rd, near Sri Krishna talkies",094712 96937
GREAT ELECTRIC/RANI ENTERPRISES ( BAJAJ AGENCY),Electric utility company,"Bajaj Electricals agency RANI ENTERPRISES, GREAT ELECTRIC",089995 76683
VOLTSTABILIX ENGINEERING WORKS PVT LTD,Electrical equipment supplier,"Bharat petrol pump, airport road",077397 30726
NewU,Cosmetics store,"Ground Floor, Bank Rd, opposite Canara Bank",062046 09400
BAJRANG MOBILE STORE,Mobile phone repair shop,"MAHADEVA MARKET, AIN ROAD",095040 58441
The Battery house sales & service,Electronics store,"Main Road, near IDBI bank and Bank of baroda",095049 40998
Krishna Auto Center,Electronics store,Main Road,080844 31606
RAJESHWAR ELECTRICALS,Electronics store,Duncan Rd,091109 80650
Akash Mobile Point,Electronics store,Raxaul - Shyampur Rd,085443 39633
GANPATI TELECOM,Cell phone store,"MAIN ROAD, Ashram Rd",070045 33622
DJ SUNIL RAXAUL,DJ supply store,DJ SUNIL BADA PREUWA,082945 58589
Kitchen House,Countertop store,Lohapatti Rd,094302 33868
Deepak Electronics,Electronics store,Bank Rd,094724 12934
Electro Care,Electrical supply store,Mai Mandir Road,087098 08438
VANEE AGENCY,Electronics store,Patel Path,095040 98700
SUMIT LIGHT HOUSE,Store,"Gandhi Nagar, Ashram Rd",094712 74396
Sudama Electronics Rajan Kumar,Electronics store,"XVM2+GMC, Lohapatti Rd",094304 27330
INDIAN GAS,Electronics repair shop,"10, Mauje chowk",080025 01717
Afroj Elections,Electronics store,"Shop 02, Korihar Chowk, Kaurihar Chowk Raxaul Purbi Champions",087574 25895
AMRITA HARDWARE,Electronics store,AIRPORT ROAD,080846 16242
Pashupati Watch & Radio Company,Watch store,"Lohapatti Rd, near Mata Mandir",062039 48481
SHAYAM BABU,Electronics store,Railway Dala,062034 84553
Maa Jagdamba Arts,Computer store,near Hdfc Bank,095070 64124
NR ELECTRIC Shop,Electronics store,"Ward No 3, Main Road",075620 46101
New Bihar Elctronics,Electronics repair shop,Pachpakri,070330 03161
Bajrang electric,Electrical appliance wholesaler,near lic office,062073 50074
Prestige Xclusive - East Champaran,Kitchen supply store,"Main Road, near Bata Show Room",085442 75903
UDAY ELECTRONIC,Electronics store,AIRPORT,070501 25144
SHRI RAM VISHWAKARMA ELECTRIC,Electronics store,"MAUJE CHOWK, Chawal Bazar Rd",091101 78220
PRKASH HARDWARE,Electronics store,"Shopno-01, Station Rd, near Lohapatti",095233 60857
Nashim Electric,Electronics store,Men Rod,070044 96770
GUPTA ELECTRIC,Electronics store,Kaurihar Rd,098013 69119
Shibu Kumar,Electronics store,Ashram Rd,098017 30905
Anu Sah,Camera store,Raxaul,097712 43906
Khushboo General Stores,Department store,"A K Stores, Bank Rd",070501 08481
Abhishek Enterprises near,General store,"Koiriyatola Triloki Nagar, Adapur - Nakardei Rd",062006 99221
Bhawani general store,General store,"ward no 24, Sainik road",080841 07088
GUPTA GENRAL STORE,General store,Gandhi Nagar Pull,075198 02176
HARI GENERAL STORE,General store,Station Rd,062011 71235
MUKESH GENERAL STORE,General store,"SABJI BAJAR, near MATA MANDIR",072779 14436
अंसारी जनरल स्टोर Ansari General Store,General store,near choti masjid laxmipur,099734 62241
JAY GENERAL STORE,General store,"RAXAUL, Ashram Rd, near Kali Mandir",077668 09296
Jaya General Store,General store,"Ward No.22, Shiv Puri, Naga Rd",080923 20336
ANMOL GENERAL STORES,General store,"IN FRONT DUNCAN HOSPITAL, Duncan Rd",099393 72229
MAHI GENERAL STORE,General store,"Naga Rd, near BARNWAL BHAWAN",073210 82347
SUNNY GENERAL STORE,General store,"RAXAUL, Kali Mandir Rd",099397 98477
ARJUN BHAJA DUKAN,General store,"SHOP NO 66 MAIN ROAD HANDI BAZAR RAXAUL STREET, NO 2, MAIN ROAD",077658 49513
SHAMI GENERAL STORE,General store,"WARD NO 8, ISLAMPUR, near MASJID",096611 32871
Swati Kirana Store,General store,"Gali No 03, Shabhyata Nagar Rd",092411 65066
Paridhi Stores,General store,Chawal Bazar Rd,093049 71672
PAPPU GENERAL STORE,General store,Duncan Rd,093046 70827
Brajendra Pathak Shop,General store,"Shop No01, Shree Ram. Path, Shri Ram Path",073524 45993
RAHUL KIRANA STORES,General store,BHELAHI BAZAR,096619 42765
Sitaram Chsudhary,General store,Handi Bazar,095235 63713
Shila Devi,General store,Post Office Rd,090651 70746
Sujata Trading,General store,"Sujata Trading Lohapatti Road, Main Market",094730 18058
RAJAN KUMAR BARNWAL,General store,"Ward No 21, Mircha Patti Road",099316 80349
MUKESH KUMAR CHAURASIA,General store,"SHOP NO 99 99 MAIN ROAD POST OFFICE STREET, NO 2, MAIN ROAD",062020 05207
Sujith Kumar,General store,Sujith Kumar,062005 79409
Suraj Fish Suppliers,General store,Fish Market,080846 36861
Manisha Devi,General store,Bank Rd,082929 22100
Sahu Hardware Stores,Hardware store,Lohapatti Rd,094302 22725
MAA LAXMI PATA GLASS UDHYOG,General store,"09, Main Road",062078 10255
RANJEET KIRANA STORE,General store,Chawal Bazar Rd,094310 87240
KHUSHBU KIRANA STORE,General store,HANDI BAZAR,094308 20900
Shaheb Alam,General store,Sabji Mandi,062057 62487
Agrawal Store,Ice Cream,Main Road Ward No 09,094316 37184
Kishana Pan Bhandar,General store,01,095462 73988
KAMRUL KIRANA,General store,RAXAUL,076545 99008
Awadhkisor Gash Dukan,General store,"AWD Kisor, Ramgdw Rod",062043 85903
PARDEEP BHAJA DUKAN,General store,"RISHU, Q TREND MALL LANE NO 2 RISHU Q TREND MALL LANE NO 2",073528 78528
Gupta Kirana & General Store,General store,Chauk Ramgarhwa Raod,098712 38936
FASHION PLUS MALL,Shopping mall,"BATA, CHOWK",085213 82138
DULARI GENERAL STORE,General store,"Shopno-09, Station Road, near Dr Chandan Kumar",098016 90840
RAJAN GENRAL STORE,General store,"XRMV+9RH, Station Rd",091620 08109
ISHU GENERAL STORE,General store,Station Rd,078707 98562
Ankit General Store,General store,Mircha Patti,090060 11198
GENERAL STORE,General store,"STREET NO 2, MAIN ROAD NAHAR CHOWK, SHOP NO 66, MAIN ROAD",088519 16737
Raj Nandani General Store,General store,Airport Road,075190 03398
SHREE GANPATI KIRANA STORE,General store,"STREET NO 2, SHOP NO 99 MACHLI BAZAR ROAD, MAIN ROAD",091554 85263
Gupta Kirana Store,Store,Block Rd,095466 09610
Roshan Tara General Stores,General store,"Ward No 09, Gandhi Nagar",074828 75870
GENERAL STORE,General store,"STREET NO 2, HANDI BAZAR, SHOP NO 88, MAIN ROAD",080923 24709
SHASHIBHUSAN STORE,General store,Mirchapatti Rd,097087 40478
WR GENERAL STORE,General store,College Rd,087892 71854
Pradeep Kumar,General store,Raxaul,088095 06977
JANKI GENERAL STORE,General store,MAIN ROAD,074618 82835
Azad Hind General Stores,General store,"Ward No 08, Islampur",095234 03181
RAHUL GENERAL STORE,General store,MAIN ROAD,087571 66213
KAMAKHYA STORE,General store,"10, Naga Rd",096133 62935
MAHESH AND SONS,General store,"Surti Patti, Chawal Bazar Rd",088097 83384
NARESH RAUT,General store,SHOP NO 44 MAIN ROAD RAXAUL KANANA STREET NO 2 MAIN ROAD RAXAUL SITAMARHI STREET NO 2,072580 41522
General Store,General store,"SHOP NO 88 CUSTAM DHALA STREET, NO 2, MAIN ROAD",096628 40670
SANJAY GENERAL STORE,General store,NEW ICP,095047 28321
GIRI JEE KIRANA DUKAN,General store,"Duncan Rd, near SINDE ACADEMY",062058 94239
SHUBHAM KIRANA STORES,General store,"Shopno-08, Station Rd, near Lohapatti Road",076059 17623
Tiwari Stationery & General Store,General store,"Gandhi Nagar, Ashram Rd, near Gandhi Nagar Main Road",062054 46134
Kushwaha General Store,General store,"Shonp 132aurport, Road Airport Road",085079 00394
Vinod General Store,General store,near Indianoil Corporation LTD,094707 89964
UMESH PAAN DUKAN & GENERAL STORE,General store,"Shopno-07, Station Rd, near K.D.reliance Ultrasound",093340 23352
"KUMAR MEDICAL HALL, RAXAUL",Pharmacy,"PHC, Main Road, right side of",095462 71943
Rudra Medical Hall,Medical Center,NH527D,070040 08587
Sony Medical Stores,Pharmacy,Duncan Rd,094302 06941
EMEDIX SMART PHARMACY - Raxaul,Pharmacy,Post Office Rd,099055 51314
PRADEEP MEDICAL STORE,Pharmacy,RAXAUL,091025 24869
Shree Raghunandan Trading (Rishu handloom centre) & Tent textile,Clothes and fabric wholesaler,"Raxaul, bihar, Ashram road , near phoolchand middle school, Ashram Rd, near middle high school",090062 20221
New Roop Bahar Interior Furnishing,Mattress store,NH 28A,072949 40100
Prakash Furniture,Furniture store,"Koriya, tola Main road",062012 05565
Vishal Furniture,Store,NH527D,094700 43447
Godrej interio showroom (Bharat furniture),Furniture store,"Pankaj chowk, laxmipur,Main Road, near Dr Aftab Alam clinic",075430 65573
K K Furniture | Motul. BAJAJ SPARE DIVISION,Furniture store,NH527D,094316 16099
RAJA FURNITURE,Furniture store,Bank Rd,094718 74072
